6.1736	1.1925
8.8645	-0.33678
9.6235	0.58186
11.244	-1.5265
6.5049	0.85339
7.2204	0.10126
6.7494	0.39095
4.4326	2.1009
7.8644	1.6732
8.1756	-0.28411
4.6748	0.35916
10.267	-0.80637
8.698	-0.001816
8.0672	1.3523
5.989	-0.88804
6.6155	-0.87836
9.7263	0.5363
9.4192	-0.22089
8.9999	0.6357
8.0568	-0.41291
8.6091	0.046145
2.5039	-0.92256
6.6189	-1.0841
4.5665	-1.1661
9.0613	1.0021
4.3786	0.26158
5.6479	-0.39215
4.4204	1.4788
5.551	0.81746
8.2915	1.1537
7.1816	1.0712
8.9252	0.40474
6.3214	0.82287
11.305	-0.086313
10.046	0.64003
5.4092	0.063719
5.5339	-1.1255
4.8556	0.14945
6.0401	1.0889
7.0998	0.40033
6.5005	-0.059537
6.5895	0.13067
5.1112	1.096
9.8026	0.057061
6.829	1.3748
6.8742	1.0564
7.4991	-0.29566
9.1673	-0.42958
4.6416	-0.23355
8.8122	2.1765
8.251	-0.41258
10.773	0.34688
9.7788	0.185
6.8969	-1.6109
5.6566	-1.5683
7.2507	0.38022
8.2559	-1.8181
8.9642	0.37724
7.683	-0.58016
5.4863	-0.76817
7.4692	1.0645
3.9608	-0.46462
5.2247	-0.75428
1.4203	0.084549
4.6879	1.6085
7.5023	-0.62671
7.5878	0.70489
7.2205	-0.32097
8.7941	0.89952
6.9714	0.49453
7.2025	1.2207
7.2593	-1.4388
7.303	0.88733
6.3892	-0.94117
11.738	1.1229
7.2986	2.3657
2.8972	0.094884
4.5382	-1.0838
7.7673	-1.3457
6.0874	-0.4696
9.1734	0.026765
6.7674	0.60024
5.7392	-0.68608
5.6265	-0.38815
11.708	-0.62119
8.36	-0.17086
7.5785	-1.0338
8.3585	2.3807
9.2962	1.9189
7.8829	1.0323
7.9891	0.5117
9.463	-0.76171
5.0572	1.0986
8.1795	-1.0607
7.0703	-0.68116
6.1233	0.49009
8.4597	0.23418
1.5761	0.12803
6.9135	-0.20989
8.4063	1.1765
3.7793	0.10961
8.0856	0.43927
4.2091	-0.36676
10.438	1.1518
8.3843	0.000428
6.9586	0.10477
5.2587	1.0834
6.4479	0.060696
6.8141	1.517
5.869	-0.39283
6.2648	-1.3448
4.6743	1.1447
3.9019	0.02545
12.348	0.78391
3.4628	-0.21255
8.5831	1.1171
10.615	-0.74782
7.8698	0.58282
11.412	1.4933
5.7928	-1.5041
8.2027	-0.87467
3.9274	0.85667
6.8696	-1.0742
7.6049	-0.87475
10.347	-1.0221
6.966	-0.97201
5.6786	-3.2818
5.8149	1.0581
7.4219	0.44912
9.5466	0.53374
9.6105	1.3454
7.3936	1.0112
6.3635	0.42262
6.3408	-1.319
5.1353	-1.1078
7.6627	-1.3704
6.0097	1.2442
3.7829	-0.10782
6.0277	-0.8255
9.0684	0.61082
7.7647	-0.63988
8.7255	-0.98014
5.8679	-1.5478
9.4908	-0.34223
8.4285	-0.28879
6.9622	-0.33169
7.616	0.66531
5.5572	-0.82045
10.962	-1.9051
8.4229	-0.3876
6.0616	-1.4258
7.236	-0.93872
5.3915	2.3642
6.4017	1.2947
3.3359	-0.70071
5.1507	-0.73319
7.4324	-0.78114
4.7505	-0.47557
9.1405	-1.0973
5.2455	0.12187
7.927	-0.051517
4.4587	-0.14954
6.5271	2.1965
9.2955	1.1889
7.3263	0.38059
6.0619	-0.21674
9.9955	0.082618
7.1757	-0.48378
6.4125	-1.1228
5.1012	-0.15218
9.116	-0.66717
7.5306	1.1012
5.3911	0.064038
8.0527	1.1708
7.5279	-0.89234
4.676	0.074697
6.7007	-0.007064
6.5989	-0.31318
7.0524	0.70758
7.1049	1.149
7.0345	1.0817
5.526	-1.102
4.9305	0.30596
5.313	1.0791
5.5143	-0.77543
6.489	0.92937
8.4544	0.54126
5.9654	0.14956
8.6688	-0.49432
8.5971	-0.57489
7.847	-2.0632
5.1027	0.92821
8.2797	0.88186
10.411	0.049903
7.4952	-0.36416
3.6389	1.6322
7.9034	-3.9961
5.9855	-2.2622
7.023	-0.67709
8.0218	0.86932
5.2876	-0.97523
9.7497	1.7071
8.7324	-0.027
8.1371	0.25292
7.1561	0.20431
5.4452	0.056737
7.0469	-0.35155
4.5005	-0.89341
6.7586	-0.96812
8.7788	0.40993
8.1253	-1.3008
5.0745	1.0895
7.2158	-2.1893
8.0016	1.5296
10.286	-0.29008
5.8147	1.6404
6.8224	-0.47201
3.4573	-0.41046
8.636	0.46213
7.4114	0.7825
8.9122	1.2445
7.9876	-0.83424
5.8653	0.33355
2.9484	-1.3507
7.8173	-0.31111
4.3201	-0.017392
7.8087	0.97516
7.3468	1.4633
7.8837	3.8233
7.3165	-1.6002
9.2227	1.3727
4.4592	1.3327
8.173	-0.25934
8.9852	-0.17666
6.4534	0.078139
5.1778	-0.43811
0.96329	0.22215
3.2876	1.2068
6.2092	-1.1721
8.5487	1.1847
7.5093	0.28133
8.4945	-1.3718
7.6391	1.113
5.3127	-0.66636
6.1302	0.85666
6.7037	0.75195
9.6447	0.71361
7.2386	-1.337
7.6034	-1.3867
5.6897	1.0045
3.1534	-0.83121
8.5581	1.0405
5.6783	-1.5771
5.8125	0.28913
6.7497	-1.3452
7.3355	-0.6203
7.3094	0.18196
7.3918	0.46625
7.3586	0.77789
5.3922	-0.83993
7.873	-0.034645
8.2904	0.23248
7.1182	2.1422
5.2867	-0.22301
5.3343	0.45459
5.6831	-1.5519
8.8232	0.691
7.9719	-1.5464
6.2624	-0.42417
7.2986	0.19682
5.5604	0.4372
5.9942	-0.80673
9.972	-0.25727
9.9792	-0.86026
2.9522	-1.7314
9.4432	0.68405
6.8378	0.084883
8.9186	0.38026
5.925	-0.36931
6.1122	-0.99534
7.8945	-0.001864
5.7728	0.17093
